record_no,index,seed,fundamental_freq,fundamental_amp,fundamental_phase,overtone_freqs,overtone_amps,overtone_phases,full_tone_adsr,full_tone_hold,full_tone_sustain_hold,chorus_delay,chorus_depth,chorus_rate,chorus_wet_level,filename,vanilla,chorus
7708,3853,23123,97.99885899543733,0.25,4.71238898038469,"[195.99771799087466, 293.996576986312, 391.9954359817493, 489.99429497718666, 587.993153972624]","[0.6000000000000001, 0.2, 0.25, 0.5, 0.0]","[4.71238898038469, 0.0, 1.0471975511965976, 1.0471975511965976, 1.5707963267948966]","[200, 20, 20, 200, 1500]",0.8,200,5,7,4,0.5,CHR_3853_23123_98.wav,0,1
7709,3854,23129,155.56349186104046,0.30000000000000004,5.235987755982988,"[311.1269837220809, 466.6904755831214, 622.2539674441618, 777.8174593052023, 933.3809511662428]","[0.35000000000000003, 0.1, 0.9500000000000001, 0.8, 0.65]","[0.0, 5.235987755982988, 3.141592653589793, 1.0471975511965976, 0.0]","[1200, 40, 400, 0, 0]",0.6,0,0,0,0,0,VNL_3854_23129_156.wav,1,0
7710,3854,23129,155.56349186104046,0.30000000000000004,5.235987755982988,"[311.1269837220809, 466.6904755831214, 622.2539674441618, 777.8174593052023, 933.3809511662428]","[0.35000000000000003, 0.1, 0.9500000000000001, 0.8, 0.65]","[0.0, 5.235987755982988, 3.141592653589793, 1.0471975511965976, 0.0]","[1200, 40, 400, 0, 0]",0.6,0,4,10,2,0.5,CHR_3854_23129_156.wav,0,1
7711,3855,23135,1318.5102276514797,0.75,4.1887902047863905,"[2637.0204553029594, 3955.530682954439, 5274.040910605919, 6592.551138257399, 7911.061365908878]","[0.6000000000000001, 0.2, 0.45, 0.5, 0.0]","[1.0471975511965976, 1.0471975511965976, 5.235987755982988, 4.71238898038469, 4.1887902047863905]","[1200, 40, 100, 50, 200]",0.4,50,0,0,0,0,VNL_3855_23135_1319.wav,1,0
7712,3855,23135,1318.5102276514797,0.75,4.1887902047863905,"[2637.0204553029594, 3955.530682954439, 5274.040910605919, 6592.551138257399, 7911.061365908878]","[0.6000000000000001, 0.2, 0.45, 0.5, 0.0]","[1.0471975511965976, 1.0471975511965976, 5.235987755982988, 4.71238898038469, 4.1887902047863905]","[1200, 40, 100, 50, 200]",0.4,50,15,6,2,0.5,CHR_3855_23135_1319.wav,0,1
7713,3856,23141,116.54094037952248,0.35,5.235987755982988,"[233.08188075904496, 349.6228211385675, 466.1637615180899, 582.7047018976124, 699.245642277135]","[0.2, 0.0, 0.5, 0.15000000000000002, 0.55]","[3.141592653589793, 1.0471975511965976, 5.759586531581287, 0.5235987755982988, 5.235987755982988]","[1500, 20, 50, 50, 200]",0.7,50,0,0,0,0,VNL_3856_23141_117.wav,1,0
7714,3856,23141,116.54094037952248,0.35,5.235987755982988,"[233.08188075904496, 349.6228211385675, 466.1637615180899, 582.7047018976124, 699.245642277135]","[0.2, 0.0, 0.5, 0.15000000000000002, 0.55]","[3.141592653589793, 1.0471975511965976, 5.759586531581287, 0.5235987755982988, 5.235987755982988]","[1500, 20, 50, 50, 200]",0.7,50,5,5,3,0.5,CHR_3856_23141_117.wav,0,1
7715,3857,23147,233.08188075904496,0.25,3.141592653589793,"[466.1637615180899, 699.245642277135, 932.3275230361799, 1165.4094037952248, 1398.49128455427]","[0.15000000000000002, 0.5, 0.9, 0.8500000000000001, 0.5]","[4.1887902047863905, 4.1887902047863905, 0.5235987755982988, 1.0471975511965976, 2.0943951023931953]","[1000, 0, 20, 250, 300]",0.5,250,0,0,0,0,VNL_3857_23147_233.wav,1,0
7716,3857,23147,233.08188075904496,0.25,3.141592653589793,"[466.1637615180899, 699.245642277135, 932.3275230361799, 1165.4094037952248, 1398.49128455427]","[0.15000000000000002, 0.5, 0.9, 0.8500000000000001, 0.5]","[4.1887902047863905, 4.1887902047863905, 0.5235987755982988, 1.0471975511965976, 2.0943951023931953]","[1000, 0, 20, 250, 300]",0.5,250,30,7,3,0.5,CHR_3857_23147_233.wav,0,1
7717,3858,23153,1318.5102276514797,0.55,5.759586531581287,"[2637.0204553029594, 3955.530682954439, 5274.040910605919, 6592.551138257399, 7911.061365908878]","[0.7000000000000001, 0.30000000000000004, 0.55, 0.4, 0.8]","[5.235987755982988, 0.5235987755982988, 3.665191429188092, 0.5235987755982988, 0.5235987755982988]","[300, 20, 50, 250, 1000]",0.4,250,0,0,0,0,VNL_3858_23153_1319.wav,1,0
7718,3858,23153,1318.5102276514797,0.55,5.759586531581287,"[2637.0204553029594, 3955.530682954439, 5274.040910605919, 6592.551138257399, 7911.061365908878]","[0.7000000000000001, 0.30000000000000004, 0.55, 0.4, 0.8]","[5.235987755982988, 0.5235987755982988, 3.665191429188092, 0.5235987755982988, 0.5235987755982988]","[300, 20, 50, 250, 1000]",0.4,250,30,4,1,0.5,CHR_3858_23153_1319.wav,0,1
7719,3859,23159,1046.5022612023945,0.75,2.617993877991494,"[2093.004522404789, 3139.5067836071835, 4186.009044809578, 5232.511306011973, 6279.013567214367]","[0.35000000000000003, 0.9500000000000001, 0.35000000000000003, 0.75, 0.4]","[2.0943951023931953, 5.235987755982988, 1.5707963267948966, 3.665191429188092, 3.665191429188092]","[1200, 0, 0, 100, 500]",0.4,100,0,0,0,0,VNL_3859_23159_1047.wav,1,0
7720,3859,23159,1046.5022612023945,0.75,2.617993877991494,"[2093.004522404789, 3139.5067836071835, 4186.009044809578, 5232.511306011973, 6279.013567214367]","[0.35000000000000003, 0.9500000000000001, 0.35000000000000003, 0.75, 0.4]","[2.0943951023931953, 5.235987755982988, 1.5707963267948966, 3.665191429188092, 3.665191429188092]","[1200, 0, 0, 100, 500]",0.4,100,25,2,1,0.5,CHR_3859_23159_1047.wav,0,1
7721,3860,23165,82.4068892282175,0.6,4.1887902047863905,"[164.813778456435, 247.22066768465248, 329.62755691287, 412.03444614108747, 494.44133536930497]","[0.5, 0.15000000000000002, 0.65, 0.9, 0.0]","[2.617993877991494, 1.0471975511965976, 0.0, 1.0471975511965976, 0.0]","[1000, 0, 400, 150, 50]",0.6,150,0,0,0,0,VNL_3860_23165_82.wav,1,0
7722,3860,23165,82.4068892282175,0.6,4.1887902047863905,"[164.813778456435, 247.22066768465248, 329.62755691287, 412.03444614108747, 494.44133536930497]","[0.5, 0.15000000000000002, 0.65, 0.9, 0.0]","[2.617993877991494, 1.0471975511965976, 0.0, 1.0471975511965976, 0.0]","[1000, 0, 400, 150, 50]",0.6,150,5,7,1,0.5,CHR_3860_23165_82.wav,0,1
7723,3861,23171,329.6275569128699,0.1,5.759586531581287,"[659.2551138257398, 988.8826707386097, 1318.5102276514797, 1648.1377845643497, 1977.7653414772194]","[0.55, 0.8, 0.8, 0.45, 0.1]","[5.235987755982988, 2.617993877991494, 4.71238898038469, 5.759586531581287, 3.141592653589793]","[1200, 40, 100, 300, 100]",0.6,300,0,0,0,0,VNL_3861_23171_330.wav,1,0
7724,3861,23171,329.6275569128699,0.1,5.759586531581287,"[659.2551138257398, 988.8826707386097, 1318.5102276514797, 1648.1377845643497, 1977.7653414772194]","[0.55, 0.8, 0.8, 0.45, 0.1]","[5.235987755982988, 2.617993877991494, 4.71238898038469, 5.759586531581287, 3.141592653589793]","[1200, 40, 100, 300, 100]",0.6,300,5,4,2,0.5,CHR_3861_23171_330.wav,0,1
7725,3862,23177,77.78174593052023,0.15000000000000002,2.0943951023931953,"[155.56349186104046, 233.3452377915607, 311.1269837220809, 388.90872965260115, 466.6904755831214]","[0.4, 0.15000000000000002, 0.25, 0.2, 0.9]","[4.71238898038469, 1.5707963267948966, 3.665191429188092, 2.0943951023931953, 5.759586531581287]","[500, 40, 100, 100, 1000]",0.6,100,0,0,0,0,VNL_3862_23177_78.wav,1,0
7726,3862,23177,77.78174593052023,0.15000000000000002,2.0943951023931953,"[155.56349186104046, 233.3452377915607, 311.1269837220809, 388.90872965260115, 466.6904755831214]","[0.4, 0.15000000000000002, 0.25, 0.2, 0.9]","[4.71238898038469, 1.5707963267948966, 3.665191429188092, 2.0943951023931953, 5.759586531581287]","[500, 40, 100, 100, 1000]",0.6,100,10,6,4,0.5,CHR_3862_23177_78.wav,0,1
7727,3863,23183,103.82617439498628,0.85,2.0943951023931953,"[207.65234878997256, 311.4785231849588, 415.3046975799451, 519.1308719749314, 622.9570463699176]","[0.0, 0.8500000000000001, 0.8, 0.55, 0.0]","[3.665191429188092, 4.1887902047863905, 3.665191429188092, 1.5707963267948966, 1.5707963267948966]","[500, 20, 1000, 20, 400]",0.4,20,0,0,0,0,VNL_3863_23183_104.wav,1,0
7728,3863,23183,103.82617439498628,0.85,2.0943951023931953,"[207.65234878997256, 311.4785231849588, 415.3046975799451, 519.1308719749314, 622.9570463699176]","[0.0, 0.8500000000000001, 0.8, 0.55, 0.0]","[3.665191429188092, 4.1887902047863905, 3.665191429188092, 1.5707963267948966, 1.5707963267948966]","[500, 20, 1000, 20, 400]",0.4,20,20,3,2,0.5,CHR_3863_23183_104.wav,0,1
7729,3864,23189,3951.066410048992,0.85,0.5235987755982988,"[7902.132820097984, 11853.199230146976, 15804.265640195968, 19755.33205024496, 23706.398460293953]","[0.55, 0.8, 0.75, 0.9500000000000001, 0.25]","[3.665191429188092, 0.5235987755982988, 5.759586531581287, 5.235987755982988, 2.0943951023931953]","[1500, 20, 50, 20, 50]",0.7,20,0,0,0,0,VNL_3864_23189_3951.wav,1,0
7730,3864,23189,3951.066410048992,0.85,0.5235987755982988,"[7902.132820097984, 11853.199230146976, 15804.265640195968, 19755.33205024496, 23706.398460293953]","[0.55, 0.8, 0.75, 0.9500000000000001, 0.25]","[3.665191429188092, 0.5235987755982988, 5.759586531581287, 5.235987755982988, 2.0943951023931953]","[1500, 20, 50, 20, 50]",0.7,20,4,4,3,0.5,CHR_3864_23189_3951.wav,0,1
7731,3865,23195,783.9908719634985,0.45000000000000007,5.235987755982988,"[1567.981743926997, 2351.9726158904955, 3135.963487853994, 3919.954359817493, 4703.945231780991]","[0.45, 0.8, 0.7000000000000001, 0.5, 0.9]","[0.5235987755982988, 5.759586531581287, 1.5707963267948966, 1.0471975511965976, 3.141592653589793]","[1000, 20, 400, 200, 20]",0.4,200,0,0,0,0,VNL_3865_23195_784.wav,1,0
7732,3865,23195,783.9908719634985,0.45000000000000007,5.235987755982988,"[1567.981743926997, 2351.9726158904955, 3135.963487853994, 3919.954359817493, 4703.945231780991]","[0.45, 0.8, 0.7000000000000001, 0.5, 0.9]","[0.5235987755982988, 5.759586531581287, 1.5707963267948966, 1.0471975511965976, 3.141592653589793]","[1000, 20, 400, 200, 20]",0.4,200,2,8,1,0.5,CHR_3865_23195_784.wav,0,1
7733,3866,23201,2489.0158697766474,0.55,3.141592653589793,"[4978.031739553295, 7467.047609329942, 9956.06347910659, 12445.079348883237, 14934.095218659884]","[0.05, 0.0, 0.45, 0.45, 0.0]","[3.665191429188092, 5.759586531581287, 3.141592653589793, 4.1887902047863905, 5.235987755982988]","[50, 20, 1000, 150, 400]",0.8,150,0,0,0,0,VNL_3866_23201_2489.wav,1,0
7734,3866,23201,2489.0158697766474,0.55,3.141592653589793,"[4978.031739553295, 7467.047609329942, 9956.06347910659, 12445.079348883237, 14934.095218659884]","[0.05, 0.0, 0.45, 0.45, 0.0]","[3.665191429188092, 5.759586531581287, 3.141592653589793, 4.1887902047863905, 5.235987755982988]","[50, 20, 1000, 150, 400]",0.8,150,4,9,1,0.5,CHR_3866_23201_2489.wav,0,1
7735,3867,23207,1108.7305239074883,0.55,5.759586531581287,"[2217.4610478149766, 3326.1915717224647, 4434.922095629953, 5543.652619537442, 6652.383143444929]","[0.75, 0.9, 0.9500000000000001, 0.0, 0.2]","[5.235987755982988, 4.71238898038469, 1.5707963267948966, 3.141592653589793, 1.5707963267948966]","[100, 20, 0, 100, 1500]",0.8,100,0,0,0,0,VNL_3867_23207_1109.wav,1,0
7736,3867,23207,1108.7305239074883,0.55,5.759586531581287,"[2217.4610478149766, 3326.1915717224647, 4434.922095629953, 5543.652619537442, 6652.383143444929]","[0.75, 0.9, 0.9500000000000001, 0.0, 0.2]","[5.235987755982988, 4.71238898038469, 1.5707963267948966, 3.141592653589793, 1.5707963267948966]","[100, 20, 0, 100, 1500]",0.8,100,4,9,3,0.5,CHR_3867_23207_1109.wav,0,1
7737,3868,23213,233.08188075904496,0.6,3.141592653589793,"[466.1637615180899, 699.245642277135, 932.3275230361799, 1165.4094037952248, 1398.49128455427]","[0.8, 0.1, 0.25, 0.2, 0.8]","[2.617993877991494, 0.5235987755982988, 4.1887902047863905, 5.235987755982988, 1.5707963267948966]","[1200, 40, 400, 0, 200]",0.6,0,0,0,0,0,VNL_3868_23213_233.wav,1,0
7738,3868,23213,233.08188075904496,0.6,3.141592653589793,"[466.1637615180899, 699.245642277135, 932.3275230361799, 1165.4094037952248, 1398.49128455427]","[0.8, 0.1, 0.25, 0.2, 0.8]","[2.617993877991494, 0.5235987755982988, 4.1887902047863905, 5.235987755982988, 1.5707963267948966]","[1200, 40, 400, 0, 200]",0.6,0,3,8,2,0.5,CHR_3868_23213_233.wav,0,1
7739,3869,23219,2959.955381693075,0.5,1.0471975511965976,"[5919.91076338615, 8879.866145079226, 11839.8215267723, 14799.776908465376, 17759.732290158452]","[0.2, 0.7000000000000001, 0.1, 0.45, 0.75]","[2.617993877991494, 5.235987755982988, 5.759586531581287, 1.5707963267948966, 1.5707963267948966]","[1200, 20, 50, 100, 200]",0.4,100,0,0,0,0,VNL_3869_23219_2960.wav,1,0
7740,3869,23219,2959.955381693075,0.5,1.0471975511965976,"[5919.91076338615, 8879.866145079226, 11839.8215267723, 14799.776908465376, 17759.732290158452]","[0.2, 0.7000000000000001, 0.1, 0.45, 0.75]","[2.617993877991494, 5.235987755982988, 5.759586531581287, 1.5707963267948966, 1.5707963267948966]","[1200, 20, 50, 100, 200]",0.4,100,30,8,4,0.5,CHR_3869_23219_2960.wav,0,1
7741,3870,23225,103.82617439498628,0.35,0.0,"[207.65234878997256, 311.4785231849588, 415.3046975799451, 519.1308719749314, 622.9570463699176]","[0.75, 0.4, 0.8, 0.1, 0.45]","[1.0471975511965976, 5.235987755982988, 4.71238898038469, 2.0943951023931953, 3.141592653589793]","[1500, 40, 50, 250, 100]",0.4,250,0,0,0,0,VNL_3870_23225_104.wav,1,0
7742,3870,23225,103.82617439498628,0.35,0.0,"[207.65234878997256, 311.4785231849588, 415.3046975799451, 519.1308719749314, 622.9570463699176]","[0.75, 0.4, 0.8, 0.1, 0.45]","[1.0471975511965976, 5.235987755982988, 4.71238898038469, 2.0943951023931953, 3.141592653589793]","[1500, 40, 50, 250, 100]",0.4,250,15,8,1,0.5,CHR_3870_23225_104.wav,0,1
7743,3871,23231,116.54094037952248,0.8,2.0943951023931953,"[233.08188075904496, 349.6228211385675, 466.1637615180899, 582.7047018976124, 699.245642277135]","[0.35000000000000003, 0.25, 0.05, 0.05, 0.65]","[0.0, 3.141592653589793, 2.0943951023931953, 5.759586531581287, 3.141592653589793]","[1000, 40, 300, 250, 20]",0.7,250,0,0,0,0,VNL_3871_23231_117.wav,1,0
7744,3871,23231,116.54094037952248,0.8,2.0943951023931953,"[233.08188075904496, 349.6228211385675, 466.1637615180899, 582.7047018976124, 699.245642277135]","[0.35000000000000003, 0.25, 0.05, 0.05, 0.65]","[0.0, 3.141592653589793, 2.0943951023931953, 5.759586531581287, 3.141592653589793]","[1000, 40, 300, 250, 20]",0.7,250,30,3,2,0.5,CHR_3871_23231_117.wav,0,1
7745,3872,23237,830.6093951598903,0.30000000000000004,1.5707963267948966,"[1661.2187903197805, 2491.8281854796705, 3322.437580639561, 4153.0469757994515, 4983.656370959341]","[0.55, 0.4, 0.55, 0.45, 0.15000000000000002]","[4.1887902047863905, 4.71238898038469, 4.71238898038469, 0.5235987755982988, 3.665191429188092]","[20, 20, 20, 100, 1500]",0.7,100,0,0,0,0,VNL_3872_23237_831.wav,1,0
7746,3872,23237,830.6093951598903,0.30000000000000004,1.5707963267948966,"[1661.2187903197805, 2491.8281854796705, 3322.437580639561, 4153.0469757994515, 4983.656370959341]","[0.55, 0.4, 0.55, 0.45, 0.15000000000000002]","[4.1887902047863905, 4.71238898038469, 4.71238898038469, 0.5235987755982988, 3.665191429188092]","[20, 20, 20, 100, 1500]",0.7,100,30,8,4,0.5,CHR_3872_23237_831.wav,0,1
7747,3873,23243,622.2539674441618,0.8,5.759586531581287,"[1244.5079348883237, 1866.7619023324855, 2489.0158697766474, 3111.269837220809, 3733.523804664971]","[0.55, 0.5, 0.9, 0.55, 0.9500000000000001]","[2.0943951023931953, 1.0471975511965976, 2.0943951023931953, 1.0471975511965976, 2.0943951023931953]","[1000, 40, 500, 20, 200]",0.6,20,0,0,0,0,VNL_3873_23243_622.wav,1,0
7748,3873,23243,622.2539674441618,0.8,5.759586531581287,"[1244.5079348883237, 1866.7619023324855, 2489.0158697766474, 3111.269837220809, 3733.523804664971]","[0.55, 0.5, 0.9, 0.55, 0.9500000000000001]","[2.0943951023931953, 1.0471975511965976, 2.0943951023931953, 1.0471975511965976, 2.0943951023931953]","[1000, 40, 500, 20, 200]",0.6,20,3,5,1,0.5,CHR_3873_23243_622.wav,0,1
7749,3874,23249,739.9888454232688,0.9,3.665191429188092,"[1479.9776908465376, 2219.9665362698065, 2959.955381693075, 3699.944227116344, 4439.933072539613]","[0.65, 0.0, 0.8500000000000001, 0.15000000000000002, 0.4]","[3.665191429188092, 1.0471975511965976, 4.1887902047863905, 5.235987755982988, 0.0]","[20, 40, 200, 300, 1000]",0.4,300,0,0,0,0,VNL_3874_23249_740.wav,1,0
7750,3874,23249,739.9888454232688,0.9,3.665191429188092,"[1479.9776908465376, 2219.9665362698065, 2959.955381693075, 3699.944227116344, 4439.933072539613]","[0.65, 0.0, 0.8500000000000001, 0.15000000000000002, 0.4]","[3.665191429188092, 1.0471975511965976, 4.1887902047863905, 5.235987755982988, 0.0]","[20, 40, 200, 300, 1000]",0.4,300,5,9,1,0.5,CHR_3874_23249_740.wav,0,1
7751,3875,23255,1046.5022612023945,0.85,3.665191429188092,"[2093.004522404789, 3139.5067836071835, 4186.009044809578, 5232.511306011973, 6279.013567214367]","[0.05, 0.6000000000000001, 0.7000000000000001, 0.2, 0.65]","[2.0943951023931953, 3.141592653589793, 0.5235987755982988, 4.71238898038469, 0.5235987755982988]","[1200, 0, 300, 20, 400]",0.7,20,0,0,0,0,VNL_3875_23255_1047.wav,1,0
7752,3875,23255,1046.5022612023945,0.85,3.665191429188092,"[2093.004522404789, 3139.5067836071835, 4186.009044809578, 5232.511306011973, 6279.013567214367]","[0.05, 0.6000000000000001, 0.7000000000000001, 0.2, 0.65]","[2.0943951023931953, 3.141592653589793, 0.5235987755982988, 4.71238898038469, 0.5235987755982988]","[1200, 0, 300, 20, 400]",0.7,20,10,1,4,0.5,CHR_3875_23255_1047.wav,0,1
7753,3876,23261,1174.6590716696303,0.8,4.1887902047863905,"[2349.3181433392606, 3523.977215008891, 4698.636286678521, 5873.295358348151, 7047.954430017782]","[0.75, 0.1, 0.15000000000000002, 0.6000000000000001, 0.0]","[2.617993877991494, 5.235987755982988, 1.5707963267948966, 0.0, 2.617993877991494]","[1200, 20, 50, 200, 200]",0.7,200,0,0,0,0,VNL_3876_23261_1175.wav,1,0
7754,3876,23261,1174.6590716696303,0.8,4.1887902047863905,"[2349.3181433392606, 3523.977215008891, 4698.636286678521, 5873.295358348151, 7047.954430017782]","[0.75, 0.1, 0.15000000000000002, 0.6000000000000001, 0.0]","[2.617993877991494, 5.235987755982988, 1.5707963267948966, 0.0, 2.617993877991494]","[1200, 20, 50, 200, 200]",0.7,200,2,3,3,0.5,CHR_3876_23261_1175.wav,0,1
7755,3877,23267,164.81377845643496,0.1,4.1887902047863905,"[329.6275569128699, 494.44133536930485, 659.2551138257398, 824.0688922821748, 988.8826707386097]","[0.2, 0.8500000000000001, 0.15000000000000002, 0.6000000000000001, 0.75]","[5.235987755982988, 1.5707963267948966, 2.617993877991494, 1.5707963267948966, 2.617993877991494]","[500, 40, 200, 0, 1000]",0.5,0,0,0,0,0,VNL_3877_23267_165.wav,1,0
7756,3877,23267,164.81377845643496,0.1,4.1887902047863905,"[329.6275569128699, 494.44133536930485, 659.2551138257398, 824.0688922821748, 988.8826707386097]","[0.2, 0.8500000000000001, 0.15000000000000002, 0.6000000000000001, 0.75]","[5.235987755982988, 1.5707963267948966, 2.617993877991494, 1.5707963267948966, 2.617993877991494]","[500, 40, 200, 0, 1000]",0.5,0,3,9,3,0.5,CHR_3877_23267_165.wav,0,1
7757,3878,23273,184.9972113558172,0.35,3.665191429188092,"[369.9944227116344, 554.9916340674516, 739.9888454232688, 924.986056779086, 1109.9832681349033]","[0.30000000000000004, 0.05, 0.6000000000000001, 0.8, 0.1]","[4.1887902047863905, 0.0, 0.0, 4.1887902047863905, 1.0471975511965976]","[100, 20, 1500, 300, 0]",0.8,300,0,0,0,0,VNL_3878_23273_185.wav,1,0
7758,3878,23273,184.9972113558172,0.35,3.665191429188092,"[369.9944227116344, 554.9916340674516, 739.9888454232688, 924.986056779086, 1109.9832681349033]","[0.30000000000000004, 0.05, 0.6000000000000001, 0.8, 0.1]","[4.1887902047863905, 0.0, 0.0, 4.1887902047863905, 1.0471975511965976]","[100, 20, 1500, 300, 0]",0.8,300,30,3,4,0.5,CHR_3878_23273_185.wav,0,1
7759,3879,23279,277.1826309768721,0.45000000000000007,0.0,"[554.3652619537442, 831.5478929306162, 1108.7305239074883, 1385.9131548843604, 1663.0957858612323]","[0.6000000000000001, 0.7000000000000001, 0.0, 0.6000000000000001, 0.9500000000000001]","[5.759586531581287, 5.759586531581287, 4.1887902047863905, 0.0, 3.141592653589793]","[20, 20, 1000, 20, 500]",0.5,20,0,0,0,0,VNL_3879_23279_277.wav,1,0
7760,3879,23279,277.1826309768721,0.45000000000000007,0.0,"[554.3652619537442, 831.5478929306162, 1108.7305239074883, 1385.9131548843604, 1663.0957858612323]","[0.6000000000000001, 0.7000000000000001, 0.0, 0.6000000000000001, 0.9500000000000001]","[5.759586531581287, 5.759586531581287, 4.1887902047863905, 0.0, 3.141592653589793]","[20, 20, 1000, 20, 500]",0.5,20,20,3,1,0.5,CHR_3879_23279_277.wav,0,1
7761,3880,23285,233.08188075904496,0.35,0.5235987755982988,"[466.1637615180899, 699.245642277135, 932.3275230361799, 1165.4094037952248, 1398.49128455427]","[0.8, 0.55, 0.75, 0.65, 0.75]","[2.0943951023931953, 2.617993877991494, 0.5235987755982988, 5.235987755982988, 1.0471975511965976]","[0, 20, 1000, 250, 500]",0.7,250,0,0,0,0,VNL_3880_23285_233.wav,1,0
7762,3880,23285,233.08188075904496,0.35,0.5235987755982988,"[466.1637615180899, 699.245642277135, 932.3275230361799, 1165.4094037952248, 1398.49128455427]","[0.8, 0.55, 0.75, 0.65, 0.75]","[2.0943951023931953, 2.617993877991494, 0.5235987755982988, 5.235987755982988, 1.0471975511965976]","[0, 20, 1000, 250, 500]",0.7,250,15,4,1,0.5,CHR_3880_23285_233.wav,0,1
7763,3881,23291,739.9888454232688,0.1,0.5235987755982988,"[1479.9776908465376, 2219.9665362698065, 2959.955381693075, 3699.944227116344, 4439.933072539613]","[0.05, 0.35000000000000003, 0.8500000000000001, 0.8, 0.8]","[2.617993877991494, 4.71238898038469, 2.0943951023931953, 1.0471975511965976, 2.617993877991494]","[200, 40, 1500, 50, 100]",0.4,50,0,0,0,0,VNL_3881_23291_740.wav,1,0
